[2023-05-19 12:40:06,462][root][INFO] - Model saved as :2305191240
[2023-05-19 12:40:06,463][root][INFO] - {'_target_': 'model_set.models.UNetFlood', 'classes': 1, 'in_channels': 1, 'dropout': True, 'prob': 0.01}
[2023-05-19 12:40:06,463][root][INFO] - {'_target_': 'torch.optim.Adam', 'maximize': True, 'lr': 1e-05, 'weight_decay': 0.9}
[2023-05-19 12:45:01,816][scr.models_trainer][INFO] - Epoch_0: trainLoss = 1.096076068516665e+22: valLoss = 3.862945975147997e+22: valMetric = 16.23137409451736; test_loss = 1.5619970533364294e+23; testMetric = 13.169391855011554
[2023-05-19 14:37:28,546][scr.models_trainer][INFO] - Epoch_24: trainLoss = 1.3298496527220622e+25: valLoss = 1.2415167950620173e+25: valMetric = 17.09305845799445; test_loss = 3.5220169810318703e+25; testMetric = 13.168141719403376
[2023-05-19 14:42:08,420][scr.models_trainer][INFO] - Epoch_25: trainLoss = 1.3582463603732042e+25: valLoss = 1.976993648443982e+25: valMetric = 17.224523623942417; test_loss = 5.087511168059431e+25; testMetric = 13.168141719403376
[2023-05-19 14:46:53,583][scr.models_trainer][INFO] - Epoch_26: trainLoss = 1.3609599816937642e+25: valLoss = 7.884719632027529e+24: valMetric = 16.43409313516703; test_loss = 2.8630042915946646e+25; testMetric = 13.168141719403376
[2023-05-19 14:51:32,887][scr.models_trainer][INFO] - Epoch_27: trainLoss = 1.3941720239985186e+25: valLoss = 2.6782458850462525e+25: valMetric = 18.43972206285903; test_loss = 6.090857345971021e+25; testMetric = 13.168141719403376
[2023-05-19 14:56:12,606][scr.models_trainer][INFO] - Epoch_28: trainLoss = 1.4147579354114166e+25: valLoss = 3.322716970593206e+25: valMetric = 18.457133489471858; test_loss = 7.436364142417308e+25; testMetric = 13.168141719403376
[2023-05-19 15:00:57,524][scr.models_trainer][INFO] - Epoch_29: trainLoss = 1.472478477853088e+25: valLoss = 9.029536271684895e+25: valMetric = 17.527582233528786; test_loss = 2.2083848990571425e+26; testMetric = 13.168141719403376
[2023-05-19 15:05:39,878][scr.models_trainer][INFO] - Epoch_30: trainLoss = 1.5149847811684311e+25: valLoss = 2.986189701236298e+24: valMetric = 1.9718488153878664; test_loss = 1.252565275871301e+25; testMetric = 3.8910483830435236
[2023-05-19 15:10:19,356][scr.models_trainer][INFO] - Epoch_31: trainLoss = 1.5175212276631605e+25: valLoss = 1.3620898449805598e+26: valMetric = 17.52740055226821; test_loss = 3.3492518681163706e+26; testMetric = 13.168141719403376
[2023-05-19 15:15:04,661][scr.models_trainer][INFO] - Epoch_32: trainLoss = 1.5644038265079887e+25: valLoss = 4.523105703260227e+25: valMetric = 18.453823612003674; test_loss = 9.769828892146993e+25; testMetric = 13.168141719403376
[2023-05-19 15:19:44,186][scr.models_trainer][INFO] - Epoch_33: trainLoss = 1.5828416388655007e+25: valLoss = 4.151996348008493e+24: valMetric = 15.373857339033586; test_loss = 1.8601155803841338e+25; testMetric = 13.188781516681374
[2023-05-19 15:24:23,864][scr.models_trainer][INFO] - Epoch_34: trainLoss = 1.6308841969448626e+25: valLoss = 1.6294691091777878e+25: valMetric = 16.472573210978762; test_loss = 4.747066334126244e+25; testMetric = 13.168535794667708
[2023-05-19 15:29:03,624][scr.models_trainer][INFO] - Epoch_35: trainLoss = 1.685804607715718e+25: valLoss = 2.263831020856969e+25: valMetric = 17.043363529097444; test_loss = 6.021171858176009e+25; testMetric = 13.168141719403376
[2023-05-19 15:33:49,941][scr.models_trainer][INFO] - Epoch_36: trainLoss = 1.7241438851422748e+25: valLoss = 2.1706113308166747e+25: valMetric = 16.873293495146452; test_loss = 5.9367851149611e+25; testMetric = 13.168141719403376
[2023-05-19 15:38:29,180][scr.models_trainer][INFO] - Epoch_37: trainLoss = 1.773478316607046e+25: valLoss = 6.786201487443742e+24: valMetric = 15.4241194071573; test_loss = 2.8297567897064837e+25; testMetric = 13.198400258466563
[2023-05-19 15:43:09,553][scr.models_trainer][INFO] - Epoch_38: trainLoss = 1.7921214194192507e+25: valLoss = 5.590402580530764e+25: valMetric = 18.464730436462006; test_loss = 1.105228992285192e+26; testMetric = 13.168141719403376
[2023-05-19 15:47:50,430][scr.models_trainer][INFO] - Epoch_39: trainLoss = 1.81749501092755e+25: valLoss = 4.021524806584967e+25: valMetric = 18.413731932148856; test_loss = 8.46175747741035e+25; testMetric = 13.168141719403376
[2023-05-19 15:52:30,396][scr.models_trainer][INFO] - Epoch_40: trainLoss = 1.8431926677016197e+25: valLoss = 6.189330286837922e+24: valMetric = 15.22975725637365; test_loss = 2.6173339852021776e+25; testMetric = 13.22121679587879
[2023-05-19 15:57:10,121][scr.models_trainer][INFO] - Epoch_41: trainLoss = 1.8819675968854484e+25: valLoss = 1.835795331958943e+25: valMetric = 16.493343258383632; test_loss = 5.470567072722239e+25; testMetric = 13.169159529706828
[2023-05-19 16:02:01,204][scr.models_trainer][INFO] - Epoch_42: trainLoss = 1.945862462866377e+25: valLoss = 3.691728711304307e+25: valMetric = 17.74366920249164; test_loss = 8.702609031222631e+25; testMetric = 13.168141719403376
[2023-05-19 16:06:43,301][scr.models_trainer][INFO] - Epoch_43: trainLoss = 1.9821672049412627e+25: valLoss = 4.898076424430935e+26: valMetric = 18.553787386810434; test_loss = 9.551909480566471e+26; testMetric = 13.168141719403376
[2023-05-19 16:11:23,608][scr.models_trainer][INFO] - Epoch_44: trainLoss = 1.987620459164677e+25: valLoss = 7.757544374205205e+24: valMetric = 12.627965959538814; test_loss = 3.1547085469991375e+25; testMetric = 13.247671637860433
[2023-05-19 16:16:08,732][scr.models_trainer][INFO] - Epoch_45: trainLoss = 2.0194655162592736e+25: valLoss = 1.9167815501513912e+26: valMetric = 18.389435922014584; test_loss = 3.241574398853864e+26; testMetric = 13.168141719403376
[2023-05-19 16:20:51,047][scr.models_trainer][INFO] - Epoch_46: trainLoss = 2.0800228931747807e+25: valLoss = 2.674235280637929e+25: valMetric = 15.823830526999348; test_loss = 7.89438261807271e+25; testMetric = 13.170935900139698
[2023-05-19 16:25:30,346][scr.models_trainer][INFO] - Epoch_47: trainLoss = 2.1463854904260137e+25: valLoss = 4.137584146681516e+25: valMetric = 17.14894099784244; test_loss = 9.97804279429796e+25; testMetric = 13.168141719403376
[2023-05-19 16:30:12,269][scr.models_trainer][INFO] - Epoch_48: trainLoss = 2.1673573035261754e+25: valLoss = 5.655044223597609e+25: valMetric = 17.15896983140836; test_loss = 1.3123607995029519e+26; testMetric = 13.168141719403376
[2023-05-19 16:34:59,177][scr.models_trainer][INFO] - Epoch_49: trainLoss = 2.235520039081213e+25: valLoss = 4.792266621124096e+25: valMetric = 18.3781599041348; test_loss = 1.0470822964088946e+26; testMetric = 13.168141719403376
[2023-05-19 16:34:59,178][scr.models_trainer][INFO] - Train losses after 50 epochs : [1.096076068516665e+22, 3.140090170892531e+23, 8.425123939802067e+23, 1.3533903398449975e+24, 1.9063394887876593e+24, 2.467215484181828e+24, 2.9361823316014837e+24, 3.496709500630552e+24, 3.9595783135945195e+24, 4.489186742322123e+24, 5.027931499645042e+24, 5.595593357016073e+24, 6.091534240945811e+24, 6.948530977329443e+24, 7.746591932299581e+24, 8.421922894188284e+24, 8.960724357729096e+24, 9.70577464848009e+24, 1.0253559971049934e+25, 1.0986933863066285e+25, 1.1694428526692936e+25, 1.215815836804254e+25, 1.2257195998297197e+25, 1.248292521841093e+25, 1.3298496527220622e+25, 1.3582463603732042e+25, 1.3609599816937642e+25, 1.3941720239985186e+25, 1.4147579354114166e+25, 1.472478477853088e+25, 1.5149847811684311e+25, 1.5175212276631605e+25, 1.5644038265079887e+25, 1.5828416388655007e+25, 1.6308841969448626e+25, 1.685804607715718e+25, 1.7241438851422748e+25, 1.773478316607046e+25, 1.7921214194192507e+25, 1.81749501092755e+25, 1.8431926677016197e+25, 1.8819675968854484e+25, 1.945862462866377e+25, 1.9821672049412627e+25, 1.987620459164677e+25, 2.0194655162592736e+25, 2.0800228931747807e+25, 2.1463854904260137e+25, 2.1673573035261754e+25, 2.235520039081213e+25]
[2023-05-19 16:34:59,178][scr.models_trainer][INFO] - Validation losses after 50 epochs : [3.862945975147997e+22, 5.657352903829326e+22, 3.133587196851896e+24, 1.0128500688719135e+25, 9.34275624914044e+23, 4.601465386432147e+23, 8.892793939178138e+24, 4.0364228980259074e+25, 3.657969099387669e+25, 5.023330121159199e+23, 1.4068654515860513e+26, 7.235410336525179e+25, 1.4503611841838498e+24, 4.861479074561484e+24, 2.1947738790044273e+25, 5.413126610502453e+24, 2.881403119171239e+25, 1.788930136746061e+24, 1.8365712595285926e+24, 4.422399660257695e+26, 2.0227795577849734e+24, 1.8758316633344162e+25, 4.73043170343275e+25, 2.2306621564323122e+24, 1.2415167950620173e+25, 1.976993648443982e+25, 7.884719632027529e+24, 2.6782458850462525e+25, 3.322716970593206e+25, 9.029536271684895e+25, 2.986189701236298e+24, 1.3620898449805598e+26, 4.523105703260227e+25, 4.151996348008493e+24, 1.6294691091777878e+25, 2.263831020856969e+25, 2.1706113308166747e+25, 6.786201487443742e+24, 5.590402580530764e+25, 4.021524806584967e+25, 6.189330286837922e+24, 1.835795331958943e+25, 3.691728711304307e+25, 4.898076424430935e+26, 7.757544374205205e+24, 1.9167815501513912e+26, 2.674235280637929e+25, 4.137584146681516e+25, 5.655044223597609e+25, 4.792266621124096e+25]
[2023-05-19 16:34:59,179][scr.models_trainer][INFO] - Test losses after 50 epochs : [1.5619970533364294e+23, 5.1532408303596675e+23, 7.057852638096203e+24, 1.665837511777999e+25, 3.7999482554559555e+24, 2.757417602213277e+24, 1.8452047207354484e+25, 6.676559736678945e+25, 5.988895653294967e+25, 3.449724261050083e+24, 2.4344140740576396e+26, 1.2469776352907961e+26, 7.414968938272552e+24, 1.6213999656774156e+25, 4.741142245946758e+25, 1.8566568832790304e+25, 6.231102129447292e+25, 1.0135168976069494e+25, 9.060095404945403e+24, 7.787900467701457e+26, 9.864753786685604e+24, 5.217639331248542e+25, 8.231569932884994e+25, 1.0058569066943657e+25, 3.5220169810318703e+25, 5.087511168059431e+25, 2.8630042915946646e+25, 6.090857345971021e+25, 7.436364142417308e+25, 2.2083848990571425e+26, 1.252565275871301e+25, 3.3492518681163706e+26, 9.769828892146993e+25, 1.8601155803841338e+25, 4.747066334126244e+25, 6.021171858176009e+25, 5.9367851149611e+25, 2.8297567897064837e+25, 1.105228992285192e+26, 8.46175747741035e+25, 2.6173339852021776e+25, 5.470567072722239e+25, 8.702609031222631e+25, 9.551909480566471e+26, 3.1547085469991375e+25, 3.241574398853864e+26, 7.89438261807271e+25, 9.97804279429796e+25, 1.3123607995029519e+26, 1.0470822964088946e+26]
