[2023-05-18 08:26:10,394][root][INFO] - Model saved as :2305180826
[2023-05-18 08:26:10,394][root][INFO] - {'_target_': 'model_set.models.UNetFlood', 'classes': 1, 'in_channels': 1, 'dropout': True, 'prob': 0.2}
[2023-05-18 08:26:10,394][root][INFO] - {'_target_': 'torch.optim.Adam', 'maximize': True, 'lr': 5e-06, 'weight_decay': 0.9}
[2023-05-18 08:31:11,727][scr.models_trainer][INFO] - Epoch_0: trainLoss = 3.892983611740501e+18: valLoss = 4.0333004700986025e+18: valMetric = 1.9621800961632037; test_loss = 1.2975674680662784e+18; testMetric = 3.8831301405210343
[2023-05-18 09:40:43,096][scr.models_trainer][INFO] - Epoch_14: trainLoss = 3.172043855553392e+24: valLoss = 1.4564528262742452e+24: valMetric = 18.48605669046073; test_loss = 2.1044952991611233e+24; testMetric = 13.168141719403376
[2023-05-18 09:45:43,000][scr.models_trainer][INFO] - Epoch_15: trainLoss = 3.399692540892317e+24: valLoss = 1.280278379713701e+24: valMetric = 18.417514488594254; test_loss = 1.2170751383457708e+24; testMetric = 13.168141719403376
[2023-05-18 09:50:44,800][scr.models_trainer][INFO] - Epoch_16: trainLoss = 3.5669855494984056e+24: valLoss = 1.0889827519566691e+24: valMetric = 18.46894321755642; test_loss = 1.446793404613222e+24; testMetric = 13.168141719403376
[2023-05-18 09:55:44,322][scr.models_trainer][INFO] - Epoch_17: trainLoss = 3.852995162300132e+24: valLoss = 1.0864307440645514e+24: valMetric = 18.4217857087486; test_loss = 1.3493923160172565e+24; testMetric = 13.168141719403376
[2023-05-18 10:00:43,436][scr.models_trainer][INFO] - Epoch_18: trainLoss = 4.0791353322535123e+24: valLoss = 1.4000639992259682e+24: valMetric = 18.38948914582664; test_loss = 1.5151880347317218e+24; testMetric = 13.168629963133359
[2023-05-18 10:05:46,520][scr.models_trainer][INFO] - Epoch_19: trainLoss = 4.3809869851297083e+24: valLoss = 7.667690330985491e+24: valMetric = 18.4137764387531; test_loss = 1.0427846141408992e+25; testMetric = 13.168141719403376
[2023-05-18 10:10:44,470][scr.models_trainer][INFO] - Epoch_20: trainLoss = 4.6766615355604484e+24: valLoss = 1.2409233706258916e+24: valMetric = 18.389893494410085; test_loss = 1.3468249085905623e+24; testMetric = 13.168141719403376
[2023-05-18 10:15:37,205][scr.models_trainer][INFO] - Epoch_21: trainLoss = 4.90176222209557e+24: valLoss = 2.219721643386273e+24: valMetric = 18.33119551913001; test_loss = 1.8778590609355415e+24; testMetric = 13.168141719403376
[2023-05-18 10:20:30,737][scr.models_trainer][INFO] - Epoch_22: trainLoss = 5.148279022432773e+24: valLoss = 5.399829957420524e+24: valMetric = 18.389435922014584; test_loss = 6.252817554750626e+24; testMetric = 13.168141719403376
[2023-05-18 10:25:21,237][scr.models_trainer][INFO] - Epoch_23: trainLoss = 5.363171730045868e+24: valLoss = 1.842967061430702e+24: valMetric = 18.389435922014584; test_loss = 1.87357403504157e+24; testMetric = 13.168360625869152
[2023-05-18 10:30:11,966][scr.models_trainer][INFO] - Epoch_24: trainLoss = 5.816949620027685e+24: valLoss = 2.687908891825172e+24: valMetric = 18.389435922014584; test_loss = 3.605891180130013e+24; testMetric = 13.168141719403376
[2023-05-18 10:35:09,513][scr.models_trainer][INFO] - Epoch_25: trainLoss = 6.165112950242548e+24: valLoss = 3.2864695548713287e+24: valMetric = 18.39065315807827; test_loss = 4.013420274006053e+24; testMetric = 13.168141719403376
[2023-05-18 10:40:14,395][scr.models_trainer][INFO] - Epoch_26: trainLoss = 6.307543828509649e+24: valLoss = 2.5072499497145116e+24: valMetric = 18.389435922014584; test_loss = 2.982885817493037e+24; testMetric = 13.168141719403376
[2023-05-18 10:45:18,523][scr.models_trainer][INFO] - Epoch_27: trainLoss = 6.597488897712965e+24: valLoss = 3.309376430462478e+24: valMetric = 18.389435922014584; test_loss = 4.586993893914346e+24; testMetric = 13.168141719403376
[2023-05-18 10:50:17,405][scr.models_trainer][INFO] - Epoch_28: trainLoss = 6.835625237280949e+24: valLoss = 2.3468010737401976e+24: valMetric = 18.389435922014584; test_loss = 3.284761586039956e+24; testMetric = 13.168141719403376
[2023-05-18 10:55:23,548][scr.models_trainer][INFO] - Epoch_29: trainLoss = 7.257024209778832e+24: valLoss = 2.272714579722356e+25: valMetric = 18.017629652843702; test_loss = 1.2900071140963328e+25; testMetric = 13.168141719403376
[2023-05-18 11:00:23,986][scr.models_trainer][INFO] - Epoch_30: trainLoss = 7.614842207630749e+24: valLoss = 2.443501286564613e+24: valMetric = 18.389435922014584; test_loss = 2.5499286005140135e+24; testMetric = 13.168141719403376
[2023-05-18 11:05:23,072][scr.models_trainer][INFO] - Epoch_31: trainLoss = 7.74946454219528e+24: valLoss = 5.11663779473937e+25: valMetric = 17.61899844273377; test_loss = 4.408740016392232e+25; testMetric = 13.168378017439752
[2023-05-18 11:10:30,439][scr.models_trainer][INFO] - Epoch_32: trainLoss = 8.19776474748623e+24: valLoss = 3.7585334928735845e+24: valMetric = 18.387462040379926; test_loss = 5.18960919277363e+24; testMetric = 13.168141719403376
[2023-05-18 11:15:31,916][scr.models_trainer][INFO] - Epoch_33: trainLoss = 8.531461706291363e+24: valLoss = 4.614196770421842e+24: valMetric = 18.389435922014584; test_loss = 5.634406932200474e+24; testMetric = 13.168141719403376
[2023-05-18 11:20:35,291][scr.models_trainer][INFO] - Epoch_34: trainLoss = 8.906191755496961e+24: valLoss = 3.938855268268231e+24: valMetric = 18.361032920457294; test_loss = 3.455466498176826e+24; testMetric = 13.168141719403376
[2023-05-18 11:25:29,213][scr.models_trainer][INFO] - Epoch_35: trainLoss = 9.381134513090828e+24: valLoss = 2.977086193838764e+24: valMetric = 18.39298082672442; test_loss = 3.8858913122236017e+24; testMetric = 13.168141719403376
[2023-05-18 11:30:20,524][scr.models_trainer][INFO] - Epoch_36: trainLoss = 9.796136584373382e+24: valLoss = 3.099068661475461e+24: valMetric = 18.388643606629653; test_loss = 3.8955966364418957e+24; testMetric = 13.168141719403376
[2023-05-18 11:39:23,907][scr.models_trainer][INFO] - Epoch_37: trainLoss = 1.0138520090562227e+25: valLoss = 2.876547280841451e+24: valMetric = 18.391036234106238; test_loss = 3.853096583995114e+24; testMetric = 13.168141719403376
[2023-05-18 11:51:33,007][scr.models_trainer][INFO] - Epoch_38: trainLoss = 1.049847481820661e+25: valLoss = 6.282759303917324e+24: valMetric = 18.38943955546719; test_loss = 8.36003870126629e+24; testMetric = 13.168141719403376
[2023-05-18 12:01:34,115][scr.models_trainer][INFO] - Epoch_39: trainLoss = 1.0660996092888514e+25: valLoss = 6.248348410263718e+24: valMetric = 18.389435922014584; test_loss = 7.987566882861314e+24; testMetric = 13.168141719403376
[2023-05-18 12:12:20,445][scr.models_trainer][INFO] - Epoch_40: trainLoss = 1.0969170935751362e+25: valLoss = 3.358368581556821e+24: valMetric = 18.38943683035926; test_loss = 4.069479277628459e+24; testMetric = 13.168141719403376
[2023-05-18 12:21:03,015][scr.models_trainer][INFO] - Epoch_41: trainLoss = 1.136656070327958e+25: valLoss = 2.2806800455559775e+24: valMetric = 18.368873740167935; test_loss = 2.4007084611960268e+24; testMetric = 13.168141719403376
[2023-05-18 12:29:59,915][scr.models_trainer][INFO] - Epoch_42: trainLoss = 1.1930611129380033e+25: valLoss = 5.214026899983748e+24: valMetric = 18.390999037364974; test_loss = 5.690101636646622e+24; testMetric = 13.168141719403376
[2023-05-18 12:38:50,227][scr.models_trainer][INFO] - Epoch_43: trainLoss = 1.2188824309532596e+25: valLoss = 4.802140557798123e+25: valMetric = 18.361401444002773; test_loss = 3.744766286505345e+25; testMetric = 13.168141719403376
[2023-05-18 12:47:21,245][scr.models_trainer][INFO] - Epoch_44: trainLoss = 1.2296761798172133e+25: valLoss = 3.0286940037093876e+24: valMetric = 18.50272834753351; test_loss = 2.8390185424072493e+24; testMetric = 13.168141719403376
[2023-05-18 12:56:12,658][scr.models_trainer][INFO] - Epoch_45: trainLoss = 1.2688126693430576e+25: valLoss = 1.111290097123397e+25: valMetric = 18.389435922014584; test_loss = 1.4744335952824638e+25; testMetric = 13.168141719403376
[2023-05-18 13:07:46,466][scr.models_trainer][INFO] - Epoch_46: trainLoss = 1.3107104690915323e+25: valLoss = 4.2461556626591104e+24: valMetric = 18.584431038233625; test_loss = 3.952491473288563e+24; testMetric = 13.168141719403376
[2023-05-18 13:18:10,686][scr.models_trainer][INFO] - Epoch_47: trainLoss = 1.340654085118184e+25: valLoss = 4.1452259722655525e+24: valMetric = 18.39836176108036; test_loss = 4.984583265642377e+24; testMetric = 13.168141719403376
[2023-05-18 13:28:52,297][scr.models_trainer][INFO] - Epoch_48: trainLoss = 1.3508181483233237e+25: valLoss = 5.634609939213411e+24: valMetric = 18.505744064479504; test_loss = 6.324259281055254e+24; testMetric = 13.168141719403376
[2023-05-18 13:35:34,327][scr.models_trainer][INFO] - Epoch_49: trainLoss = 1.4025528429982e+25: valLoss = 8.06504665644675e+24: valMetric = 18.389435922014584; test_loss = 1.097614869510123e+25; testMetric = 13.168141719403376
[2023-05-18 13:35:34,327][scr.models_trainer][INFO] - Train losses after 50 epochs : [3.892983611740501e+18, 4.658902568207616e+21, 7.2030607862874845e+22, 2.314499131740249e+23, 4.629094630360299e+23, 6.484803041892475e+23, 8.66200521495456e+23, 1.1280970812773969e+24, 1.3826378249300144e+24, 1.62240902000833e+24, 1.8869556421146298e+24, 2.1748602965382158e+24, 2.4432408597549856e+24, 2.8192654376598346e+24, 3.172043855553392e+24, 3.399692540892317e+24, 3.5669855494984056e+24, 3.852995162300132e+24, 4.0791353322535123e+24, 4.3809869851297083e+24, 4.6766615355604484e+24, 4.90176222209557e+24, 5.148279022432773e+24, 5.363171730045868e+24, 5.816949620027685e+24, 6.165112950242548e+24, 6.307543828509649e+24, 6.597488897712965e+24, 6.835625237280949e+24, 7.257024209778832e+24, 7.614842207630749e+24, 7.74946454219528e+24, 8.19776474748623e+24, 8.531461706291363e+24, 8.906191755496961e+24, 9.381134513090828e+24, 9.796136584373382e+24, 1.0138520090562227e+25, 1.049847481820661e+25, 1.0660996092888514e+25, 1.0969170935751362e+25, 1.136656070327958e+25, 1.1930611129380033e+25, 1.2188824309532596e+25, 1.2296761798172133e+25, 1.2688126693430576e+25, 1.3107104690915323e+25, 1.340654085118184e+25, 1.3508181483233237e+25, 1.4025528429982e+25]
[2023-05-18 13:35:34,328][scr.models_trainer][INFO] - Validation losses after 50 epochs : [4.0333004700986025e+18, 1.399678926575369e+22, 6.49913660512789e+22, 2.7631149308856294e+23, 1.5813403577800953e+23, 1.7345503626626595e+23, 5.2814375906009895e+23, 1.1248755438935288e+24, 1.1509231297445812e+24, 4.9957448705179144e+23, 2.9495207003758886e+24, 1.420115260428025e+24, 6.821978219439956e+23, 7.007577290518374e+23, 1.4564528262742452e+24, 1.280278379713701e+24, 1.0889827519566691e+24, 1.0864307440645514e+24, 1.4000639992259682e+24, 7.667690330985491e+24, 1.2409233706258916e+24, 2.219721643386273e+24, 5.399829957420524e+24, 1.842967061430702e+24, 2.687908891825172e+24, 3.2864695548713287e+24, 2.5072499497145116e+24, 3.309376430462478e+24, 2.3468010737401976e+24, 2.272714579722356e+25, 2.443501286564613e+24, 5.11663779473937e+25, 3.7585334928735845e+24, 4.614196770421842e+24, 3.938855268268231e+24, 2.977086193838764e+24, 3.099068661475461e+24, 2.876547280841451e+24, 6.282759303917324e+24, 6.248348410263718e+24, 3.358368581556821e+24, 2.2806800455559775e+24, 5.214026899983748e+24, 4.802140557798123e+25, 3.0286940037093876e+24, 1.111290097123397e+25, 4.2461556626591104e+24, 4.1452259722655525e+24, 5.634609939213411e+24, 8.06504665644675e+24]
[2023-05-18 13:35:34,329][scr.models_trainer][INFO] - Test losses after 50 epochs : [1.2975674680662784e+18, 1.6600757234780655e+22, 6.596010503074612e+22, 3.4754429567884313e+23, 1.5339682124405784e+23, 1.853350662754756e+23, 7.423294663291651e+23, 1.49865772145093e+24, 1.4701595924957917e+24, 5.802800103065393e+23, 3.8153169888923667e+24, 1.9875422521503779e+24, 8.430789975191504e+23, 9.104856257238106e+23, 2.1044952991611233e+24, 1.2170751383457708e+24, 1.446793404613222e+24, 1.3493923160172565e+24, 1.5151880347317218e+24, 1.0427846141408992e+25, 1.3468249085905623e+24, 1.8778590609355415e+24, 6.252817554750626e+24, 1.87357403504157e+24, 3.605891180130013e+24, 4.013420274006053e+24, 2.982885817493037e+24, 4.586993893914346e+24, 3.284761586039956e+24, 1.2900071140963328e+25, 2.5499286005140135e+24, 4.408740016392232e+25, 5.18960919277363e+24, 5.634406932200474e+24, 3.455466498176826e+24, 3.8858913122236017e+24, 3.8955966364418957e+24, 3.853096583995114e+24, 8.36003870126629e+24, 7.987566882861314e+24, 4.069479277628459e+24, 2.4007084611960268e+24, 5.690101636646622e+24, 3.744766286505345e+25, 2.8390185424072493e+24, 1.4744335952824638e+25, 3.952491473288563e+24, 4.984583265642377e+24, 6.324259281055254e+24, 1.097614869510123e+25]
